Solving the file: X-n336-k84.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    335 clients
    335 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
     7000    213s |  28    24302    24238 |  46    24305    24218
H    7500    226s |  53    24355    24234 |  48    24374    24218
     8000    238s |  60    24315    24234 |  55    24258    24216
     8500    251s |  59    24384    24234 |  47    24286    24207
H    9000    264s |  35    24290    24231 |  29    24308    24211
     9500    276s |  40    24296    24231 |  59    24317    24215
H   10000    289s |  32    24330    24228 |  49    24269    24207
H   10500    301s |  33    24274    24227 |  37    24256    24215
    11000    312s |  57    24407    24227 |  39    24341    24211
    11500    323s |  34    24251    24227 |  56    24286    24211
    12000    333s |  51    24274    24227 |  34    24264    24211
    12500    343s |  38    24371    24227 |  27    24317    24211
    13000    355s |  32    24387    24227 |  57    24313    24211
    13500    367s |  31    24435    24227 |  25    24308    24215
H   14000    380s |  45    24309    24217 |  26    24286    24207
    14500    391s |  40    24312    24217 |  64    24289    24211
    15000    403s |  57    24306    24217 |  65    24323    24215
    15500    416s |  30    24307    24217 |  46    24316    24211
    16000    428s |  42    24328    24217 |  41    24301    24211
    16500    440s |  46    24344    24217 |  30    24301    24211
    17000    451s |  53    24284    24217 |  63    24270    24211
    17500    462s |  54    24313    24217 |  34    24243    24211
H   18000    473s |  59    24334    24216 |  25    24247    24211
H   18500    487s |  63    24392    24215 |  35    24329    24211
    19000    499s |  43    24256    24215 |  52    24240    24207
    19500    510s |  61    24284    24215 |  30    24233    24205
H   20000    523s |  59    24288    24214 |  57    24276    24211
    20500    534s |  58    24345    24214 |  31    24361    24211
    21000    547s |  32    24315    24214 |  30    24297    24211
    21500    559s |  37    24286    24214 |  54    24329    24207
    22000    572s |  38    24376    24214 |  29    24335    24211
    22500    585s |  40    24397    24214 |  28    24314    24211
    23000    598s |  63    24439    24214 |  38    24368    24211
    23500    611s |  55    24386    24214 |  43    24328    24211
    24000    624s |  64    24383    24214 |  63    24349    24214
    24500    638s |  52    24372    24214 |  61    24371    24211
    25000    651s |  56    24406    24214 |  62    24404    24211
    25500    664s |  52    24363    24214 |  57    24344    24211
    26000    676s |  39    24299    24214 |  63    24324    24211
    26500    688s |  44    24281    24214 |  54    24280    24211
    27000    700s |  51    24297    24214 |  34    24269    24211
    27500    712s |  56    24326    24214 |  30    24281    24213
    28000    725s |  26    24282    24214 |  48    24317    24211
    28500    737s |  50    24310    24214 |  56    24321    24211
    29000    749s |  65    24302    24214 |  38    24321    24211
H   29500    762s |  37    24333    24209 |  38    24321    24211
H   30000    774s |  65    24334    24208 |  59    24302    24204
    30500    785s |  33    24282    24208 |  48    24268    24203
    31000    795s |  37    24302    24208 |  27    24251    24203
    31500    807s |  54    24366    24208 |  42    24359    24205
H   32000    819s |  46    24260    24207 |  28    24254    24205
    32500    830s |  61    24250    24207 |  60    24284    24205
    33000    841s |  36    24369    24207 |  45    24371    24204
    33500    854s |  52    24371    24207 |  45    24326    24204
    34000    867s |  29    24334    24207 |  65    24316    24204
    34500    879s |  42    24296    24207 |  63    24327    24204
    35000    891s |  57    24345    24207 |  49    24284    24200
    35500    905s |  44    24352    24207 |  65    24312    24204
    36000    917s |  60    24344    24207 |  47    24328    24204
    36500    929s |  31    24344    24207 |  61    24318    24204
    37000    941s |  49    24378    24207 |  50    24366    24204
    37500    955s |  46    24405    24207 |  60    24326    24200
    38000    968s |  55    24414    24207 |  38    24339    24204
    38500    981s |  32    24352    24207 |  60    24306    24204
    39000    994s |  56    24421    24207 |  63    24399    24204
    39500   1007s |  55    24330    24207 |  44    24314    24204
H   40000   1020s |  42    24347    24199 |  52    24296    24198
    40500   1033s |  44    24296    24199 |  56    24269    24194
    41000   1045s |  37    24289    24199 |  50    24279    24194
    41500   1058s |  53    24322    24199 |  29    24256    24192
    42000   1071s |  47    24357    24199 |  43    24321    24195
    42500   1084s |  49    24300    24199 |  35    24279    24195
H   43000   1097s |  37    24345    24194 |  39    24260    24189
H   43500   1108s |  44    24292    24191 |  56    24251    24184
    44000   1120s |  45    24290    24191 |  34    24241    24189
    44500   1131s |  46    24333    24191 |  29    24236    24185
    45000   1142s |  55    24287    24191 |  61    24242    24185
    45500   1153s |  60    24284    24191 |  44    24233    24185
H   46000   1165s |  60    24297    24187 |  49    24296    24184
    46500   1178s |  65    24329    24187 |  32    24255    24179
    47000   1190s |  40    24415    24187 |  37    24301    24189
    47500   1204s |  49    24439    24187 |  47    24316    24181
    48000   1217s |  32    24292    24187 |  30    24254    24184
    48500   1230s |  60    24319    24187 |  51    24292    24189
    49000   1242s |  53    24312    24187 |  42    24240    24182
    49500   1255s |  62    24368    24187 |  61    24301    24179
    50000   1267s |  46    24326    24187 |  34    24334    24184
    50500   1281s |  32    24328    24187 |  40    24304    24189
    51000   1293s |  49    24302    24187 |  51    24256    24185
    51500   1307s |  29    24359    24187 |  32    24331    24189
    52000   1320s |  32    24366    24187 |  33    24243    24184
    52500   1333s |  29    24341    24187 |  58    24305    24184
    53000   1346s |  51    24361    24187 |  49    24451    24189
    53500   1359s |  30    24263    24187 |  52    24236    24184
    54000   1371s |  52    24335    24187 |  61    24276    24182
    54500   1383s |  62    24384    24187 |  61    24270    24181
    55000   1394s |  46    24329    24187 |  46    24321    24189
    55500   1407s |  62    24344    24187 |  50    24357    24189
    56000   1420s |  62    24329    24187 |  44    24268    24176
    56500   1433s |  46    24362    24187 |  34    24286    24181
    57000   1446s |  46    24327    24187 |  37    24233    24184
    57500   1460s |  25    24322    24187 |  55    24270    24181
    58000   1473s |  58    24397    24187 |  26    24348    24189
    58500   1486s |  54    24284    24187 |  63    24232    24169
    59000   1499s |  59    24344    24187 |  32    24279    24178
    59500   1512s |  40    24340    24187 |  34    24354    24178
    60000   1525s |  60    24348    24187 |  35    24238    24169
    60500   1537s |  54    24350    24187 |  30    24244    24178
    61000   1550s |  60    24328    24187 |  26    24266    24169
    61500   1563s |  30    24380    24187 |  34    24330    24178
    62000   1577s |  52    24315    24187 |  48    24239    24178
    62500   1589s |  61    24379    24187 |  41    24306    24178
    63000   1602s |  35    24341    24187 |  36    24292    24178
    63500   1616s |  31    24334    24187 |  44    24274    24171
    64000   1630s |  56    24454    24187 |  44    24401    24178
    64500   1643s |  27    24400    24187 |  40    24287    24178
    65000   1656s |  53    24437    24187 |  48    24456    24178
    65500   1670s |  34    24394    24187 |  52    24324    24178
R                 |        restart        |        restart
    66000   1693s |  26    34789    24901 |  54    25114    24882
    66500   1713s |  61    24872    24641 |  64    24956    24636
    67000   1732s |  59    24743    24540 |  39    24699    24534
    67500   1751s |  48    24651    24519 |  52    24641    24508
    68000   1769s |  42    24671    24514 |  64    24705    24489
    68500   1785s |  37    24617    24491 |  36    24609    24488
    69000   1802s |  65    24651    24490 |  45    24587    24485
    69500   1820s |  43    24687    24489 |  63    24609    24428
    70000   1838s |  54    24685    24468 |  41    24544    24453
    70500   1856s |  62    24619    24461 |  30    24524    24448
    71000   1873s |  46    24580    24447 |  48    24583    24437
    71500   1890s |  62    24582    24429 |  37    24536    24419
    72000   1907s |  31    24521    24427 |  50    24622    24419
    72500   1926s |  48    24541    24393 |  34    24511    24387
    73000   1943s |  65    24615    24393 |  47    24556    24386
    73500   1961s |  44    24520    24387 |  29    24454    24380
    74000   1979s |  53    24580    24387 |  63    24574    24376
    74500   1997s |  37    24530    24387 |  45    24496    24378
    75000   2014s |  36    24497    24387 |  60    24593    24373
    75500   2033s |  49    24613    24387 |  41    24478    24313
    76000   2052s |  25    24542    24387 |  25    24408    24359
    76500   2070s |  48    24536    24371 |  43    24490    24359
    77000   2088s |  50    24597    24371 |  60    24471    24331
    77500   2108s |  40    24483    24371 |  38    24521    24359
    78000   2126s |  59    24557    24371 |  56    24573    24358
    78500   2144s |  35    24487    24371 |  40    24544    24357
    79000   2160s |  52    24536    24366 |  47    24463    24356
    79500   2177s |  33    24466    24365 |  55    24652    24356
    80000   2193s |  35    24459    24363 |  59    24508    24358
    80500   2210s |  60    24565    24362 |  59    24538    24356
    81000   2226s |  36    24460    24362 |  51    24519    24356
    81500   2242s |  38    24516    24361 |  55    24581    24354
    82000   2260s |  25    24383    24360 |  53    24448    24345
    82500   2276s |  40    24520    24359 |  40    24541    24354
    83000   2293s |  39    24505    24355 |  63    24460    24341
    83500   2311s |  58    24615    24355 |  60    24463    24323
    84000   2332s |  26    24398    24355 |  30    24485    24308
    84500   2350s |  61    24589    24355 |  32    24447    24321
    85000   2367s |  56    24543    24355 |  33    24506    24350
    85500   2386s |  65    24574    24355 |  62    24515    24346
R                 |        restart        |        restart
    86000   2411s |  43    31039    24863 |  31    25055    24863
    86500   2432s |  42    30904    24590 |  35    24765    24547
    87000   2451s |  36    24679    24474 |  44    24583    24423
    87500   2471s |  34    24568    24402 |  30    24510    24357
    88000   2487s |  33    24479    24369 |  28    24484    24349
